Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
IN52645,Oregon,7344.836277,No,Premium,High School or Below,1/2/2011,Employed,F,64371,Suburban,Married,181,4,50,0,1,Personal Auto,Personal L3,Offer2,Web,868.8,SUV,Small
WZ96432,California,9150.137599,No,Basic,Master,2/19/11,Employed,F,32370,Suburban,Married,115,2,77,0,4,Corporate Auto,Corporate L3,Offer1,Branch,552.0,SUV,Medsize
XJ96748,Arizona,27495.42188,No,Extended,High School or Below,2/23/11,Employed,F,37931,Suburban,Married,99,8,31,0,2,Personal Auto,Personal L3,Offer2,Branch,475.2,Four-Door Car,Small
PD19551,California,2537.969253,No,Basic,Bachelor,11/2/2011,Employed,F,37612,Suburban,Divorced,64,0,32,0,1,Personal Auto,Personal L2,Offer3,Call Center,307.2,Four-Door Car,Small
AK61491,Oregon,2491.317024,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30,77,0,1,Personal Auto,Personal L3,Offer1,Agent,67.530904,Four-Door Car,Large
HQ87008,California,2627.610202,No,Basic,Bachelor,2/1/2011,Employed,F,94962,Suburban,Married,67,10,48,4,1,Personal Auto,Personal L2,Offer2,Agent,321.6,Two-Door Car,Large
LP59331,Arizona,5282.543094,No,Basic,College,2/26/11,Employed,M,38606,Suburban,Single,68,16,99,0,3,Personal Auto,Personal L3,Offer1,Branch,413.288851,Four-Door Car,Medsize
CF62430,Nevada,9129.872774,No,Basic,Bachelor,2/27/11,Employed,F,70973,Suburban,Divorced,114,6,24,1,3,Personal Auto,Personal L2,Offer1,Agent,547.2,SUV,Small
LE95702,California,4386.277558,Yes,Basic,College,11/2/2011,Retired,M,10621,Suburban,Single,67,28,22,0,5,Special Auto,Special L3,Offer1,Agent,321.6,Four-Door Car,Medsize
DO83038,California,8355.774443,No,Basic,College,1/21/11,Employed,F,64502,Rural,Married,70,22,49,0,2,Personal Auto,Personal L3,Offer2,Call Center,39.336222,Two-Door Car,Medsize
LT94367,California,26134.90739,No,Basic,College,1/16/11,Unemployed,M,0,Suburban,Divorced,111,1,72,0,2,Personal Auto,Personal L2,Offer1,Branch,673.262794,Sports Car,Small
EE98024,California,4236.301454,No,Premium,College,2/2/2011,Medical Leave,F,25866,Suburban,Married,109,20,56,0,1,Personal Auto,Personal L2,Offer1,Agent,523.2,Four-Door Car,Small
VN57368,California,7091.740512,No,Basic,High School or Below,7/2/2011,Unemployed,M,0,Suburban,Single,68,13,52,0,2,Corporate Auto,Corporate L1,Offer1,Agent,489.6,Four-Door Car,Medsize
IB39821,Arizona,9011.129467,No,Basic,Bachelor,1/1/2011,Employed,M,88708,Urban,Married,112,6,71,0,9,Personal Auto,Personal L2,Offer2,Agent,499.663591,Sports Car,Small
IJ21010,Arizona,5015.009472,Yes,Extended,Bachelor,3/2/2011,Employed,F,48567,Suburban,Single,130,12,15,0,1,Personal Auto,Personal L2,Offer2,Agent,624.0,SUV,Medsize
UI62725,Oregon,5520.476175,No,Basic,Bachelor,2/1/2011,Employed,M,94676,Suburban,Divorced,69,27,14,0,3,Corporate Auto,Corporate L3,Offer2,Agent,331.2,Four-Door Car,Medsize
ZB32409,California,2242.226055,No,Basic,Bachelor,11/2/2011,Unemployed,F,0,Suburban,Single,67,15,75,3,1,Personal Auto,Personal L1,Offer1,Agent,618.355883,Four-Door Car,Medsize
IU17657,California,2616.409509,No,Basic,Bachelor,1/30/11,Disabled,M,22000,Suburban,Married,69,27,36,0,1,Personal Auto,Personal L3,Offer2,Web,383.224514,Two-Door Car,Medsize
WQ75856,Oregon,19643.54421,No,Basic,Bachelor,12/1/2011,Employed,F,84488,Urban,Married,61,33,71,0,2,Personal Auto,Personal L1,Offer1,Agent,208.885686,Four-Door Car,Medsize
DA54619,Oregon,9035.671134,Yes,Premium,High School or Below,1/21/11,Employed,F,34337,Suburban,Married,113,20,44,0,9,Personal Auto,Personal L3,Offer2,Web,542.4,Four-Door Car,Large
JP58047,Oregon,8332.730557,No,Extended,College,1/27/11,Unemployed,M,0,Suburban,Married,79,7,72,0,2,Personal Auto,Personal L3,Offer2,Web,379.2,Four-Door Car,Medsize
DQ54144,Arizona,8841.77038,No,Basic,High School or Below,12/1/2011,Unemployed,F,0,Suburban,Married,118,12,45,0,3,Personal Auto,Personal L2,Offer1,Agent,566.4,SUV,Small
CB95310,Arizona,2747.429661,No,Basic,Doctor,12/1/2011,Employed,F,83502,Suburban,Married,68,25,36,0,1,Personal Auto,Personal L3,Offer2,Branch,368.963633,Four-Door Car,Medsize
XO46388,California,5146.80976,No,Basic,Bachelor,1/25/11,Disabled,F,22594,Suburban,Married,67,22,41,0,3,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize
UY95530,California,8658.863813,Yes,Basic,College,7/2/2011,Employed,M,62464,Urban,Married,109,23,45,0,4,Personal Auto,Personal L2,Offer2,Agent,400.181882,Sports Car,Medsize
UU81720,California,8113.962284,No,Basic,High School or Below,4/1/2011,Employed,F,41701,Rural,Married,68,16,74,0,2,Corporate Auto,Corporate L3,Offer1,Agent,64.646458,Four-Door Car,Medsize
BT30554,Arizona,10346.32454,No,Extended,Bachelor,2/13/11,Unemployed,F,0,Suburban,Single,98,1,15,0,2,Personal Auto,Personal L3,Offer1,Agent,470.4,Four-Door Car,Large
OQ88395,California,4510.542608,No,Basic,College,4/2/2011,Employed,M,84300,Rural,Married,111,13,0,0,1,Corporate Auto,Corporate L3,Offer2,Branch,202.22495,SUV,Medsize
AG22225,Oregon,6941.900812,No,Extended,High School or Below,8/1/2011,Unemployed,M,0,Suburban,Married,96,21,18,0,3,Personal Auto,Personal L3,Offer2,Call Center,460.8,Four-Door Car,Small
KJ55021,Washington,4791.081559,No,Basic,College,1/21/11,Disabled,F,29111,Suburban,Married,63,3,65,0,5,Personal Auto,Personal L2,Offer1,Branch,302.4,Four-Door Car,Medsize
PD36660,California,8845.073706,No,Basic,High School or Below,1/14/11,Employed,F,95850,Urban,Married,109,3,16,0,3,Corporate Auto,Corporate L1,Offer1,Agent,328.502498,Sports Car,Medsize
LA35379,Oregon,2954.387586,No,Basic,Master,8/1/2011,Employed,F,62461,Rural,Married,73,15,7,0,1,Personal Auto,Personal L1,Offer2,Agent,129.267408,Four-Door Car,Small
JC93010,California,4929.549699,Yes,Basic,Bachelor,1/26/11,Employed,M,25632,Suburban,Married,63,27,52,0,7,Personal Auto,Personal L2,Offer2,Call Center,351.270869,Two-Door Car,Medsize
IV32877,Oregon,6857.519928,No,Basic,Bachelor,8/1/2011,Unemployed,M,0,Suburban,Single,101,31,1,0,3,Personal Auto,Personal L1,Offer4,Web,1021.719397,SUV,Medsize
UY81122,Oregon,4167.994667,No,Basic,College,2/2/2011,Unemployed,F,0,Suburban,Single,69,22,98,3,8,Personal Auto,Personal L3,Offer1,Agent,433.959806,Four-Door Car,Medsize
NV14535,Nevada,10408.96865,Yes,Basic,High School or Below,2/18/11,Retired,M,20228,Suburban,Divorced,101,3,43,1,2,Personal Auto,Personal L2,Offer1,Branch,523.815839,SUV,Medsize
TP39671,Arizona,3199.75316,No,Extended,Bachelor,1/20/11,Unemployed,M,0,Rural,Married,87,3,43,0,1,Personal Auto,Personal L3,Offer1,Agent,132.492438,Four-Door Car,Medsize
RN48574,California,6273.911874,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Corporate Auto,Corporate L3,Offer1,Branch,412.8,Four-Door Car,Medsize
TB77524,Arizona,8048.371634,No,Basic,College,1/20/11,Unemployed,F,0,Suburban,Single,116,24,90,0,9,Personal Auto,Personal L3,Offer2,Branch,1339.303486,SUV,Medsize
GY74661,Oregon,4039.315002,No,Basic,College,1/13/11,Employed,F,34911,Rural,Divorced,105,6,31,1,1,Personal Auto,Personal L3,Offer4,Agent,126.779673,SUV,Large
MQ54182,California,4739.34663,No,Premium,Bachelor,11/2/2011,Employed,F,49447,Suburban,Married,119,9,48,2,1,Personal Auto,Personal L2,Offer1,Branch,762.007253,Four-Door Car,Medsize
MJ51323,Oregon,8427.172486,Yes,Extended,Bachelor,10/2/2011,Employed,F,46503,Suburban,Divorced,215,4,21,1,1,Personal Auto,Personal L2,Offer1,Agent,1032.0,Luxury SUV,Medsize
WE13528,California,20215.3918,No,Basic,High School or Below,12/2/2011,Employed,F,77058,Rural,Divorced,63,16,42,0,2,Personal Auto,Personal L1,Offer2,Branch,119.331041,Four-Door Car,Medsize
YH20696,Oregon,8657.968597,No,Basic,College,1/17/11,Employed,M,68727,Rural,Married,72,15,49,0,2,Personal Auto,Personal L1,Offer1,Branch,171.475838,Four-Door Car,Medsize
EP10645,California,18677.85248,No,Extended,College,2/17/11,Unemployed,M,0,Suburban,Married,86,17,14,0,2,Personal Auto,Personal L2,Offer1,Agent,538.649619,Four-Door Car,Medsize
VS73599,Arizona,7019.177186,Yes,Basic,College,1/23/11,Retired,M,26806,Suburban,Married,63,32,19,0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,Medsize
VO87785,Arizona,4858.429375,No,Basic,College,12/2/2011,Employed,F,26480,Suburban,Divorced,63,13,17,0,3,Personal Auto,Personal L1,Offer2,Call Center,378.695238,Two-Door Car,Medsize
VA65117,Oregon,7635.422232,No,Basic,High School or Below,2/18/11,Unemployed,M,0,Suburban,Single,110,0,66,0,7,Personal Auto,Personal L1,Offer1,Branch,1138.687583,SUV,Medsize
WS60888,California,16473.16905,Yes,Basic,Bachelor,2/24/11,Retired,M,22828,Suburban,Married,106,11,54,0,2,Personal Auto,Personal L2,Offer1,Agent,508.8,SUV,Medsize
ET90029,Arizona,25626.70699,No,Extended,Doctor,12/2/2011,Medical Leave,F,14278,Urban,Married,134,6,9,0,2,Personal Auto,Personal L2,Offer2,Web,346.319404,Sports Car,Small
HL40930,Oregon,7150.225367,No,Extended,Bachelor,2/22/11,Employed,M,63651,Rural,Single,92,19,10,0,3,Personal Auto,Personal L3,Offer2,Branch,224.711836,Four-Door Car,Large
MP80287,California,9498.473472,No,Extended,College,4/2/2011,Unemployed,F,0,Suburban,Single,90,13,52,0,2,Personal Auto,Personal L2,Offer4,Call Center,432.0,Two-Door Car,Medsize
UP97629,California,3457.154249,No,Extended,College,6/1/2011,Unemployed,F,0,Urban,Married,91,13,89,0,1,Personal Auto,Personal L3,Offer3,Web,245.673365,Four-Door Car,Medsize
OO62338,Oregon,7099.574987,No,Basic,Bachelor,3/1/2011,Disabled,M,16121,Suburban,Married,65,5,85,2,2,Corporate Auto,Corporate L1,Offer1,Web,312.0,Four-Door Car,Small
GK94889,California,5279.124682,No,Basic,College,12/2/2011,Employed,M,22280,Rural,Married,68,10,48,0,3,Personal Auto,Personal L3,Offer3,Web,169.414572,Four-Door Car,Large
JV89183,Oregon,9378.900706,No,Premium,Bachelor,1/30/11,Employed,M,51425,Urban,Married,119,32,66,0,3,Personal Auto,Personal L3,Offer1,Agent,560.154132,Four-Door Car,Large
DS47984,Arizona,3237.996209,Yes,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,3,72,3,1,Personal Auto,Personal L1,Offer3,Agent,326.281835,Four-Door Car,Medsize
JX88012,Oregon,7960.007541,No,Basic,College,1/27/11,Employed,F,98350,Urban,Married,101,14,35,3,3,Corporate Auto,Corporate L3,Offer1,Agent,289.181979,SUV,Medsize
IR62668,Arizona,5085.836595,No,Basic,Bachelor,10/2/2011,Employed,F,31546,Rural,Divorced,65,4,83,0,9,Personal Auto,Personal L3,Offer1,Branch,100.049832,Four-Door Car,Medsize
EK59571,Oregon,3885.456401,Yes,Premium,College,2/28/11,Unemployed,M,0,Suburban,Married,105,3,92,0,1,Corporate Auto,Corporate L2,Offer1,Branch,504.0,Four-Door Car,Large
ER29107,Oregon,6369.262355,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small
IJ50779,Washington,12298.6863,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Personal Auto,Personal L3,Offer1,Call Center,542.4,SUV,Medsize
NK16909,Oregon,8188.91743,No,Basic,Doctor,8/1/2011,Employed,M,45318,Suburban,Married,103,17,27,0,8,Personal Auto,Personal L2,Offer2,Call Center,494.4,SUV,Large
XM72420,Arizona,3919.366722,Yes,Extended,High School or Below,5/1/2011,Employed,F,66676,Suburban,Married,97,0,40,0,1,Personal Auto,Personal L2,Offer3,Agent,558.099357,Four-Door Car,Small
MR84659,Oregon,10208.92761,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21,59,0,3,Personal Auto,Personal L3,Offer1,Branch,619.2,SUV,Medsize
EJ73184,California,4743.694528,No,Basic,Bachelor,10/2/2011,Employed,F,83413,Rural,Married,118,0,1,0,1,Personal Auto,Personal L3,Offer2,Web,134.801691,SUV,Medsize
LL62746,Oregon,8970.647312,No,Basic,Doctor,6/2/2011,Medical Leave,M,12829,Urban,Married,118,33,1,0,9,Personal Auto,Personal L1,Offer2,Call Center,328.231432,SUV,Medsize
UH41125,Arizona,2227.072755,Yes,Basic,High School or Below,5/1/2011,Retired,M,27972,Suburban,Married,61,7,38,0,1,Personal Auto,Personal L3,Offer3,Web,292.8,Four-Door Car,Medsize
HW87852,Oregon,2451.752695,No,Basic,Master,12/2/2011,Medical Leave,M,26840,Suburban,Married,64,1,47,2,1,Personal Auto,Personal L1,Offer1,Agent,307.2,Four-Door Car,Medsize
OY92520,California,7264.803903,No,Extended,Bachelor,2/28/11,Medical Leave,F,12075,Suburban,Married,94,16,23,0,5,Personal Auto,Personal L2,Offer1,Branch,451.2,Four-Door Car,Medsize
ZE53116,Arizona,5963.818306,No,Basic,High School or Below,2/17/11,Employed,M,94115,Suburban,Married,74,28,41,0,8,Personal Auto,Personal L2,Offer3,Call Center,409.089884,Four-Door Car,Small
UF73578,California,5838.89915,Yes,Basic,High School or Below,6/1/2011,Employed,M,81082,Urban,Married,73,5,85,0,4,Personal Auto,Personal L2,Offer2,Agent,281.295903,Four-Door Car,Large
QZ17137,Arizona,3330.672761,No,Extended,High School or Below,5/2/2011,Employed,F,45944,Rural,Married,83,20,4,0,1,Personal Auto,Personal L2,Offer3,Call Center,182.948495,Two-Door Car,Medsize
MK73855,Washington,8109.364607,No,Basic,High School or Below,12/2/2011,Employed,F,32314,Suburban,Married,68,17,77,0,2,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Medsize
KO86181,Oregon,6941.872931,No,Basic,College,11/2/2011,Unemployed,F,0,Suburban,Single,111,3,73,3,6,Personal Auto,Personal L3,Offer1,Agent,532.8,SUV,Small
OC80343,Oregon,7757.924239,No,Basic,Bachelor,4/1/2011,Employed,M,49682,Rural,Single,101,30,49,0,3,Personal Auto,Personal L2,Offer1,Web,198.84453,SUV,Medsize
PN18507,Arizona,14042.103,No,Premium,Bachelor,6/1/2011,Employed,M,88854,Suburban,Single,118,6,50,0,2,Personal Auto,Personal L2,Offer1,Branch,715.252366,Two-Door Car,Medsize
KH53118,California,7505.768149,No,Basic,Bachelor,2/26/11,Employed,F,44485,Rural,Married,62,5,74,0,2,Special Auto,Special L3,Offer1,Agent,79.893853,Four-Door Car,Medsize
QD73891,Oregon,5261.117506,No,Basic,High School or Below,1/13/11,Employed,M,90217,Suburban,Married,66,14,88,1,5,Personal Auto,Personal L1,Offer4,Web,316.8,Four-Door Car,Small
AP34711,Arizona,10382.38098,No,Extended,Master,2/19/11,Employed,F,32821,Rural,Married,129,35,40,0,4,Personal Auto,Personal L3,Offer1,Branch,25.89566,SUV,Large
RA47157,California,3451.25106,No,Extended,High School or Below,2/18/11,Employed,M,45609,Urban,Married,87,4,30,0,1,Corporate Auto,Corporate L2,Offer4,Agent,246.515921,Two-Door Car,Medsize
BU16704,Oregon,5880.256499,No,Extended,High School or Below,8/2/2011,Unemployed,F,0,Suburban,Single,82,31,25,0,8,Personal Auto,Personal L1,Offer2,Branch,590.4,Four-Door Car,Large
DW62397,Oregon,22806.46912,No,Basic,Master,6/2/2011,Retired,F,10337,Suburban,Married,67,16,56,0,2,Personal Auto,Personal L3,Offer2,Branch,321.6,Four-Door Car,Small
YF80144,Washington,20725.37773,No,Premium,Bachelor,2/2/2011,Disabled,M,15529,Suburban,Married,273,1,64,0,9,Personal Auto,Personal L3,Offer3,Branch,1965.6,Luxury SUV,Small
GT14584,Oregon,4122.569957,No,Basic,College,2/18/11,Employed,F,75272,Rural,Married,103,22,10,0,1,Personal Auto,Personal L2,Offer4,Call Center,71.647924,SUV,Medsize
SQ70457,Oregon,23331.829,No,Basic,Bachelor,2/1/2011,Employed,M,44719,Suburban,Single,66,6,55,0,2,Personal Auto,Personal L2,Offer2,Branch,316.8,Four-Door Car,Medsize
JK26373,California,6305.925101,No,Basic,High School or Below,10/1/2011,Unemployed,M,0,Suburban,Single,65,3,91,2,2,Personal Auto,Personal L1,Offer1,Web,468.0,Two-Door Car,Small
ZT31931,Oregon,10377.36842,No,Extended,High School or Below,7/2/2011,Unemployed,M,0,Suburban,Married,95,1,69,0,2,Personal Auto,Personal L2,Offer2,Web,579.452318,Two-Door Car,Medsize
EX73249,Arizona,7706.956035,No,Basic,College,12/2/2011,Unemployed,F,0,Suburban,Single,73,3,33,0,2,Personal Auto,Personal L1,Offer1,Branch,350.4,Four-Door Car,Medsize
GU41198,California,9536.338382,No,Extended,Bachelor,7/1/2011,Employed,F,62421,Suburban,Divorced,80,22,50,2,2,Corporate Auto,Corporate L3,Offer1,Call Center,384.0,Four-Door Car,Medsize
RM93459,California,17497.52201,Yes,Basic,College,2/28/11,Unemployed,M,0,Suburban,Divorced,73,9,94,0,2,Personal Auto,Personal L3,Offer1,Agent,350.4,Two-Door Car,Medsize
UU53919,Oregon,5403.546122,No,Basic,Master,1/14/11,Employed,F,27430,Urban,Married,68,25,12,0,4,Personal Auto,Personal L2,Offer3,Call Center,184.955105,Two-Door Car,Medsize
ZG19911,California,2552.226197,No,Basic,Bachelor,2/2/2011,Employed,F,35149,Rural,Married,64,26,33,0,1,Personal Auto,Personal L2,Offer4,Web,120.477298,Two-Door Car,Medsize
AX45422,California,13786.70272,No,Basic,High School or Below,1/19/11,Unemployed,F,0,Suburban,Married,61,21,24,0,2,Personal Auto,Personal L2,Offer1,Call Center,370.755025,Four-Door Car,Medsize
PC80039,Oregon,2359.423599,Yes,Basic,Bachelor,11/1/2011,Disabled,F,19864,Suburban,Divorced,63,22,96,0,1,Personal Auto,Personal L2,Offer1,Web,352.394515,Four-Door Car,Medsize
DQ79499,Oregon,10541.10977,No,Extended,Doctor,11/2/2011,Employed,F,59965,Suburban,Married,131,7,54,0,7,Personal Auto,Personal L2,Offer1,Branch,905.030448,SUV,Medsize
MN53151,Oregon,27937.75093,No,Basic,College,5/2/2011,Retired,M,13624,Suburban,Divorced,117,4,11,0,2,Personal Auto,Personal L1,Offer4,Agent,561.6,Sports Car,Medsize
RQ72272,Arizona,2814.2088,No,Basic,College,11/2/2011,Employed,M,94304,Urban,Divorced,71,31,41,0,1,Personal Auto,Personal L2,Offer2,Call Center,182.815897,Two-Door Car,Medsize
BS95225,California,2617.704041,No,Basic,College,1/19/11,Medical Leave,M,14151,Suburban,Single,72,5,41,1,1,Personal Auto,Personal L2,Offer2,Branch,345.6,Four-Door Car,Medsize
WY43888,Washington,16525.38067,No,Basic,High School or Below,1/17/11,Employed,M,24414,Suburban,Married,104,34,80,0,2,Personal Auto,Personal L1,Offer2,Call Center,499.2,SUV,Medsize
LF94873,California,13045.37088,No,Premium,College,2/23/11,Unemployed,F,0,Suburban,Single,190,21,35,1,7,Personal Auto,Personal L3,Offer3,Branch,1654.202174,SUV,Medsize
IX55883,California,19480.49981,No,Extended,College,2/1/2011,Employed,F,50809,Urban,Single,83,29,58,0,2,Personal Auto,Personal L1,Offer1,Branch,290.381707,Four-Door Car,Medsize
MU59158,Arizona,4090.750678,No,Premium,Master,1/30/11,Employed,F,38884,Urban,Married,102,4,87,0,1,Personal Auto,Personal L3,Offer4,Branch,423.819864,Two-Door Car,Medsize
GF94951,Arizona,7076.653181,No,Basic,Bachelor,2/20/11,Unemployed,M,0,Suburban,Single,68,8,9,0,2,Corporate Auto,Corporate L2,Offer1,Branch,489.6,Two-Door Car,Large
YA14448,Arizona,5996.065073,No,Extended,College,10/2/2011,Unemployed,F,0,Suburban,Married,83,5,59,0,9,Personal Auto,Personal L2,Offer4,Branch,398.4,Four-Door Car,Medsize
FM37864,California,3571.82831,No,Extended,Bachelor,9/1/2011,Employed,F,74931,Urban,Divorced,89,13,16,0,1,Personal Auto,Personal L2,Offer1,Agent,230.84972,Two-Door Car,Large
WO59883,Washington,19014.47625,No,Basic,High School or Below,1/19/11,Employed,F,29822,Suburban,Single,61,17,44,0,2,Personal Auto,Personal L2,Offer2,Agent,292.8,Two-Door Car,Medsize
CY97519,California,17086.75371,No,Basic,College,9/2/2011,Employed,M,26334,Suburban,Married,63,3,73,2,2,Corporate Auto,Corporate L1,Offer2,Branch,453.6,Two-Door Car,Small
PF40592,Washington,4942.630606,No,Basic,College,8/1/2011,Medical Leave,F,23285,Rural,Married,65,30,22,0,7,Personal Auto,Personal L2,Offer2,Web,118.446235,Two-Door Car,Medsize
NK26146,Washington,7072.928971,No,Basic,College,11/2/2011,Employed,F,90551,Suburban,Divorced,61,28,4,4,2,Corporate Auto,Corporate L3,Offer4,Call Center,374.527412,Four-Door Car,Small
YW60802,Oregon,4117.37239,No,Basic,High School or Below,11/2/2011,Unemployed,F,0,Suburban,Single,116,19,99,0,1,Personal Auto,Personal L1,Offer1,Web,1301.796063,SUV,Small
UV44323,California,4903.131185,No,Extended,College,6/1/2011,Unemployed,F,0,Suburban,Married,133,11,95,0,1,Personal Auto,Personal L2,Offer2,Branch,638.4,SUV,Large
WJ20394,Nevada,5191.047011,No,Premium,High School or Below,2/14/11,Unemployed,M,0,Suburban,Married,141,7,32,0,1,Corporate Auto,Corporate L2,Offer4,Web,676.8,SUV,Medsize
HN35280,Arizona,2446.664534,No,Basic,Bachelor,2/13/11,Employed,M,82225,Suburban,Divorced,61,24,27,0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Two-Door Car,Medsize
XW63353,Oregon,6689.022728,Yes,Extended,High School or Below,2/13/11,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Personal L3,Offer2,Agent,599.000883,Two-Door Car,Medsize
AI58500,Arizona,2689.16845,No,Basic,College,9/2/2011,Employed,F,26554,Suburban,Married,68,18,86,1,1,Personal Auto,Personal L2,Offer3,Web,391.687368,Two-Door Car,Small
DU38713,Arizona,5807.994569,No,Basic,High School or Below,4/2/2011,Employed,F,70717,Rural,Married,72,20,89,0,5,Personal Auto,Personal L1,Offer2,Call Center,37.28874,Two-Door Car,Medsize
VR14881,Oregon,8489.843197,No,Extended,Bachelor,1/27/11,Unemployed,M,0,Suburban,Single,130,3,46,0,3,Personal Auto,Personal L3,Offer2,Agent,624.0,Sports Car,Medsize
YV88022,Washington,6689.022728,Yes,Extended,High School or Below,2/13/11,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Personal L2,Offer2,Agent,599.000883,Two-Door Car,Medsize
